id,links,title,name,new_title
xCEIDOV424M,https://www.youtube.com/watch?v=xCEIDOV424M&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=1&pp=iAQB8AUB,lost ego,넬,lost ego
JhugbZyj1bE,https://www.youtube.com/watch?v=JhugbZyj1bE&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=2&pp=iAQB8AUB,white dwarf,넬,white dwarf
392woXpg7gM,https://www.youtube.com/watch?v=392woXpg7gM&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=3&pp=iAQB8AUB,Thank You,넬,Thank You
MjTBfj9vNvY,https://www.youtube.com/watch?v=MjTBfj9vNvY&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=4&pp=iAQB8AUB,Selfish Love,넬,Selfish Love
qhWRC-NcLr8,https://www.youtube.com/watch?v=qhWRC-NcLr8&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=5&pp=iAQB8AUB,Unsaid,넬,Unsaid
zt3NxTAnHxA,https://www.youtube.com/watch?v=zt3NxTAnHxA&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=6&pp=iAQB8AUB,stay by the broken mouth,넬,stay by the broken mouth
Uy22OxF1t-Y,https://www.youtube.com/watch?v=Uy22OxF1t-Y&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=7&pp=iAQB8AUB,a dreamer's experience of reality,넬,a dreamer's experience of reality
EFNGJLLP36o,https://www.youtube.com/watch?v=EFNGJLLP36o&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=8&pp=iAQB8AUB,self-harm,넬,self-harm
B8s7DJq4fcs,https://www.youtube.com/watch?v=B8s7DJq4fcs&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=9&pp=iAQB8AUB,Marionette,넬,Marionette
rl7MzG4gxx8,https://www.youtube.com/watch?v=rl7MzG4gxx8&list=PL701-9I7yEsIjT6sFzxrr2AwXEAejoROG&index=10&pp=iAQB8AUB,One Time Bestseller,넬,One Time Bestseller
